hotel,is_canceled,lead_time,arrival_month_year,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel
Resort Hotel,0,67,15-Jul,2015,July,30,25,2,2,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,52,15-Jul,2015,July,30,25,2,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,25,15-Jul,2015,July,30,25,2,3,2,1,0,HB,ESP,Online TA,TA/TO
Resort Hotel,0,94,15-Jul,2015,July,30,25,2,3,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,54,15-Jul,2015,July,30,25,2,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,33,15-Jul,2015,July,30,25,2,3,2,2,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,47,15-Jul,2015,July,30,25,2,3,2,2,0,HB,PRT,Direct,Direct
Resort Hotel,0,43,15-Jul,2015,July,30,25,2,4,2,0,0,BB,IRL,Direct,Direct
Resort Hotel,1,87,15-Jul,2015,July,30,25,2,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,54,15-Jul,2015,July,30,25,2,5,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,32,15-Jul,2015,July,30,25,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,29,15-Jul,2015,July,30,25,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,96,15-Jul,2015,July,30,25,2,5,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,100,15-Jul,2015,July,30,25,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,54,15-Jul,2015,July,30,25,2,5,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,75,15-Jul,2015,July,30,25,2,5,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,31,15-Jul,2015,July,30,25,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,25,15-Jul,2015,July,30,25,2,6,1,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,61,15-Jul,2015,July,30,25,2,6,3,0,0,HB,GBR,Online TA,TA/TO
Resort Hotel,0,60,15-Jul,2015,July,30,25,2,6,2,0,0,HB,GBR,Online TA,TA/TO
Resort Hotel,1,31,15-Jul,2015,July,30,25,3,6,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,107,15-Jul,2015,July,30,25,3,6,1,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,31,15-Jul,2015,July,30,25,3,6,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,115,15-Jul,2015,July,30,25,4,6,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,59,15-Jul,2015,July,30,25,4,8,2,0,0,BB,IRL,Offline TA/TO,TA/TO
Resort Hotel,1,85,15-Jul,2015,July,30,25,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,0,15-Jul,2015,July,30,25,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,299,15-Jul,2015,July,30,25,2,5,2,1,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,50,15-Jul,2015,July,30,25,2,5,3,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,50,15-Jul,2015,July,30,25,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,88,15-Jul,2015,July,31,26,2,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,116,15-Jul,2015,July,31,26,2,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,47,15-Jul,2015,July,31,26,2,1,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,48,15-Jul,2015,July,31,26,2,1,2,0,0,BB,CN,Online TA,TA/TO
Resort Hotel,1,54,15-Jul,2015,July,31,26,2,4,2,1,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,33,15-Jul,2015,July,31,26,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,73,15-Jul,2015,July,31,26,2,3,3,0,0,HB,PRT,Direct,Direct
Resort Hotel,1,54,15-Jul,2015,July,31,26,2,4,2,1,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,33,15-Jul,2015,July,31,26,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,38,15-Jul,2015,July,31,26,2,5,2,2,0,HB,ESP,Direct,Direct
Resort Hotel,0,34,15-Jul,2015,July,31,26,2,0,2,0,0,BB,RUS,Online TA,TA/TO
Resort Hotel,0,130,15-Jul,2015,July,31,26,2,5,2,0,0,HB,PRT,Direct,Direct
Resort Hotel,1,39,15-Jul,2015,July,31,26,3,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,39,15-Jul,2015,July,31,26,3,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,45,15-Jul,2015,July,31,26,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,0,31,15-Jul,2015,July,31,27,0,0,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,48,15-Jul,2015,July,31,27,1,1,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,59,15-Jul,2015,July,31,27,1,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,48,15-Jul,2015,July,31,27,1,1,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,48,15-Jul,2015,July,31,27,1,1,1,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,48,15-Jul,2015,July,31,27,1,1,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,48,15-Jul,2015,July,31,27,1,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,96,15-Jul,2015,July,31,27,1,2,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,51,15-Jul,2015,July,31,27,1,2,2,0,0,BB,ESP,Direct,Direct
Resort Hotel,0,96,15-Jul,2015,July,31,27,1,2,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,41,15-Jul,2015,July,31,27,1,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,6,15-Jul,2015,July,31,27,1,3,2,0,0,BB,ESP,Direct,Direct
Resort Hotel,0,27,15-Jul,2015,July,31,27,1,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,28,15-Jul,2015,July,31,27,1,3,2,0,0,HB,ESP,Offline TA/TO,TA/TO
Resort Hotel,0,30,15-Jul,2015,July,31,27,1,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,45,15-Jul,2015,July,31,27,1,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO
Resort Hotel,0,52,15-Jul,2015,July,31,27,1,3,2,1,0,HB,PRT,Direct,Direct
Resort Hotel,0,31,15-Jul,2015,July,31,27,1,3,2,0,0,HB,ESP,Direct,Direct
Resort Hotel,1,74,15-Jul,2015,July,31,27,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,31,15-Jul,2015,July,31,27,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,87,15-Jul,2015,July,31,27,1,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,48,15-Jul,2015,July,31,27,1,3,2,1,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,41,15-Jul,2015,July,31,27,1,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,35,15-Jul,2015,July,31,27,1,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,28,15-Jul,2015,July,31,27,1,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,77,15-Jul,2015,July,31,27,1,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,33,15-Jul,2015,July,31,27,1,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,30,15-Jul,2015,July,31,27,1,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,34,15-Jul,2015,July,31,27,1,4,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,298,15-Jul,2015,July,31,27,1,5,3,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,35,15-Jul,2015,July,31,27,1,5,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,0,40,15-Jul,2015,July,31,27,1,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,101,15-Jul,2015,July,31,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,101,15-Jul,2015,July,31,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,101,15-Jul,2015,July,31,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,101,15-Jul,2015,July,31,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,38,15-Jul,2015,July,31,27,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,0,76,15-Jul,2015,July,31,27,2,5,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,70,15-Jul,2015,July,31,28,0,1,2,1,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,70,15-Jul,2015,July,31,28,0,1,2,1,0,BB,USA,Online TA,TA/TO
Resort Hotel,0,68,15-Jul,2015,July,31,28,0,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,63,15-Jul,2015,July,31,28,0,3,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,11,15-Jul,2015,July,31,28,0,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,32,15-Jul,2015,July,31,28,0,4,2,0,0,BB,ESP,Offline TA/TO,TA/TO
Resort Hotel,0,29,15-Jul,2015,July,31,28,0,4,2,0,0,BB,RUS,Offline TA/TO,TA/TO
Resort Hotel,0,47,15-Jul,2015,July,31,28,0,4,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,50,15-Jul,2015,July,31,28,0,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,29,15-Jul,2015,July,31,28,0,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,36,15-Jul,2015,July,31,28,0,5,2,0,0,BB,ESP,Direct,Direct
Resort Hotel,0,49,15-Jul,2015,July,31,28,1,5,2,0,0,BB,NOR,Online TA,TA/TO
Resort Hotel,1,70,15-Jul,2015,July,31,28,2,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,110,15-Jul,2015,July,31,28,2,8,2,0,0,BB,USA,Offline TA/TO,TA/TO
Resort Hotel,0,8,15-Jul,2015,July,31,29,0,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,119,15-Jul,2015,July,31,29,0,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,30,15-Jul,2015,July,31,29,0,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,29,15-Jul,2015,July,31,29,1,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,71,15-Jul,2015,July,31,29,1,4,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,1,37,15-Jul,2015,July,31,29,1,4,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,40,15-Jul,2015,July,31,29,1,4,3,0,0,HB,PRT,Direct,Direct
Resort Hotel,0,37,15-Jul,2015,July,31,29,1,4,2,0,0,HB,PRT,Direct,Direct
Resort Hotel,0,0,15-Jul,2015,July,31,29,0,1,2,2,0,BB,PRT,Direct,Direct
Resort Hotel,1,37,15-Jul,2015,July,31,29,1,4,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,37,15-Jul,2015,July,31,29,1,4,2,0,0,HB,PRT,Direct,Direct
Resort Hotel,0,97,15-Jul,2015,July,31,29,1,4,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,1,71,15-Jul,2015,July,31,29,1,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,118,15-Jul,2015,July,31,29,1,4,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,102,15-Jul,2015,July,31,29,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,1,54,15-Jul,2015,July,31,29,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,58,15-Jul,2015,July,31,29,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,34,15-Jul,2015,July,31,29,2,4,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,1,105,15-Jul,2015,July,31,29,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,47,15-Jul,2015,July,31,29,2,6,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,15,15-Jul,2015,July,31,30,0,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,37,15-Jul,2015,July,31,30,0,1,1,0,0,BB,ESP,Offline TA/TO,TA/TO
Resort Hotel,1,0,15-Jul,2015,July,31,30,0,1,1,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,1,8,15-Jul,2015,July,31,30,0,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,17,15-Jul,2015,July,31,30,0,2,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,3,15-Jul,2015,July,31,30,0,3,3,1,0,HB,PRT,Direct,Direct
Resort Hotel,1,30,15-Jul,2015,July,31,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,31,15-Jul,2015,July,31,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,66,15-Jul,2015,July,31,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,52,15-Jul,2015,July,31,30,0,3,2,2,0,FB,ESP,Offline TA/TO,TA/TO
Resort Hotel,0,20,15-Jul,2015,July,31,30,1,3,2,1,0,BB,BRA,Online TA,TA/TO
Resort Hotel,1,30,15-Jul,2015,July,31,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,31,15-Jul,2015,July,31,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,62,15-Jul,2015,July,31,30,1,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,65,15-Jul,2015,July,31,30,1,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,64,15-Jul,2015,July,31,30,2,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,77,15-Jul,2015,July,31,30,2,7,2,0,0,HB,PRT,Direct,Direct
Resort Hotel,0,75,15-Jul,2015,July,31,30,2,7,2,0,0,BB,CHE,Offline TA/TO,TA/TO
Resort Hotel,0,75,15-Jul,2015,July,31,30,2,7,2,0,0,BB,CHE,Offline TA/TO,TA/TO
Resort Hotel,1,62,15-Jul,2015,July,31,30,2,5,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,42,15-Jul,2015,July,31,31,0,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,46,15-Jul,2015,July,31,31,0,0,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,0,15-Jul,2015,July,31,31,0,1,2,2,0,BB,PRT,Direct,Direct
Resort Hotel,1,25,15-Jul,2015,July,31,31,0,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,16,15-Jul,2015,July,31,31,0,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,16,15-Jul,2015,July,31,31,0,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,16,15-Jul,2015,July,31,31,0,2,1,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,4,15-Jul,2015,July,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,4,15-Jul,2015,July,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,25,15-Jul,2015,July,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,83,15-Jul,2015,July,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,4,15-Jul,2015,July,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,56,15-Jul,2015,July,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,32,15-Jul,2015,July,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,32,15-Jul,2015,July,31,31,0,2,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,0,15-Jul,2015,July,31,31,0,2,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,18,15-Jul,2015,July,31,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,23,15-Jul,2015,July,31,31,1,2,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,39,15-Jul,2015,July,31,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,18,15-Jul,2015,July,31,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,18,15-Jul,2015,July,31,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,23,15-Jul,2015,July,31,31,1,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,286,15-Jul,2015,July,31,31,2,2,1,0,0,BB,IRL,Direct,Direct
Resort Hotel,0,72,15-Jul,2015,July,31,31,2,2,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,136,15-Jul,2015,July,31,31,2,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,58,15-Jul,2015,July,31,31,2,3,1,0,0,BB,NLD,Online TA,TA/TO
Resort Hotel,0,80,15-Jul,2015,July,31,31,2,4,2,0,0,BB,BEL,Online TA,TA/TO
Resort Hotel,0,113,15-Jul,2015,July,31,31,3,7,2,0,0,BB,IRL,Offline TA/TO,TA/TO
Resort Hotel,0,129,15-Aug,2015,August,31,1,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,84,15-Aug,2015,August,31,1,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,84,15-Aug,2015,August,31,1,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,89,15-Aug,2015,August,31,1,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,10,15-Aug,2015,August,31,1,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,80,15-Aug,2015,August,31,1,0,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,10,15-Aug,2015,August,31,1,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,10,15-Aug,2015,August,31,1,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,24,15-Aug,2015,August,31,1,0,1,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,1,15-Aug,2015,August,31,1,0,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,9,15-Aug,2015,August,31,1,0,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,3,15-Aug,2015,August,31,1,2,3,2,2,0,HB,PRT,Direct,Direct
Resort Hotel,0,3,15-Aug,2015,August,31,1,2,5,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,124,15-Aug,2015,August,31,1,2,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,74,15-Aug,2015,August,31,1,2,5,2,2,0,BB,PRT,Direct,Direct
Resort Hotel,1,82,15-Aug,2015,August,31,1,2,5,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,91,15-Aug,2015,August,31,1,2,5,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,77,15-Aug,2015,August,31,1,2,5,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,130,15-Aug,2015,August,31,1,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,91,15-Aug,2015,August,31,1,2,5,2,1,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,79,15-Aug,2015,August,31,1,2,5,3,0,0,HB,PRT,Direct,Direct
Resort Hotel,1,130,15-Aug,2015,August,31,1,2,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,66,15-Aug,2015,August,31,1,2,6,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,53,15-Aug,2015,August,31,1,3,6,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,80,15-Aug,2015,August,31,1,4,6,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,77,15-Aug,2015,August,31,1,4,6,2,1,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,57,15-Aug,2015,August,31,1,4,10,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,11,15-Aug,2015,August,31,1,4,10,1,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,25,15-Aug,2015,August,32,2,1,0,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,2,15-Aug,2015,August,32,2,2,0,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,36,15-Aug,2015,August,32,2,2,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,36,15-Aug,2015,August,32,2,2,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,115,15-Aug,2015,August,32,2,2,5,3,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,95,15-Aug,2015,August,32,2,2,4,2,1,0,HB,PRT,Direct,Direct
Resort Hotel,0,67,15-Aug,2015,August,32,2,2,4,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,60,15-Aug,2015,August,32,2,2,5,2,0,0,HB,PRT,Direct,Direct
Resort Hotel,0,34,15-Aug,2015,August,32,2,2,5,2,0,0,BB,ESP,Direct,Direct
Resort Hotel,0,78,15-Aug,2015,August,32,2,4,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO
Resort Hotel,0,93,15-Aug,2015,August,32,2,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,327,15-Aug,2015,August,32,2,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,21,15-Aug,2015,August,32,3,0,0,2,2,0,BB,PRT,Direct,Direct
Resort Hotel,0,0,15-Aug,2015,August,32,3,1,0,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,47,15-Aug,2015,August,32,3,1,1,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,81,15-Aug,2015,August,32,3,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,52,15-Aug,2015,August,32,3,1,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,13,15-Aug,2015,August,32,3,1,4,2,2,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,83,15-Aug,2015,August,32,3,2,5,2,0,0,BB,IRL,Online TA,TA/TO
Resort Hotel,1,131,15-Aug,2015,August,32,3,2,5,2,0,1,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,460,15-Aug,2015,August,32,3,2,5,1,0,0,HB,GBR,Offline TA/TO,TA/TO
Resort Hotel,1,82,15-Aug,2015,August,32,3,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,61,15-Aug,2015,August,32,3,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,94,15-Aug,2015,August,32,4,0,0,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,1,15-Aug,2015,August,32,4,0,0,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,0,15-Aug,2015,August,32,4,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,36,15-Aug,2015,August,32,4,0,3,1,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,61,15-Aug,2015,August,32,4,0,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,13,15-Aug,2015,August,32,4,0,4,2,0,1,HB,PRT,Direct,Direct
Resort Hotel,0,13,15-Aug,2015,August,32,4,0,4,2,0,0,HB,PRT,Direct,Direct
Resort Hotel,1,15,15-Aug,2015,August,32,4,0,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,14,15-Aug,2015,August,32,4,0,5,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,1,13,15-Aug,2015,August,32,4,1,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,140,15-Aug,2015,August,32,4,2,5,2,0,0,BB,ESP,Offline TA/TO,TA/TO
Resort Hotel,0,6,15-Aug,2015,August,32,4,2,5,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,140,15-Aug,2015,August,32,4,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,81,15-Aug,2015,August,32,4,2,8,2,0,0,HB,RUS,Direct,Direct
Resort Hotel,0,1,15-Aug,2015,August,32,5,0,0,3,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,65,15-Aug,2015,August,32,5,0,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,0,15-Aug,2015,August,32,5,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,2,15-Aug,2015,August,32,5,0,1,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,0,15-Aug,2015,August,32,5,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,114,15-Aug,2015,August,32,5,0,3,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,111,15-Aug,2015,August,32,5,0,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,44,15-Aug,2015,August,32,5,0,4,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,139,15-Aug,2015,August,32,5,0,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,57,15-Aug,2015,August,32,5,1,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,16,15-Aug,2015,August,32,5,1,4,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,139,15-Aug,2015,August,32,5,0,4,3,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,84,15-Aug,2015,August,32,5,2,5,2,0,1,HB,PRT,Online TA,TA/TO
Resort Hotel,1,117,15-Aug,2015,August,32,5,2,6,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,69,15-Aug,2015,August,32,6,0,1,1,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,2,15-Aug,2015,August,32,6,0,1,2,0,0,BB,FRA,Online TA,TA/TO
Resort Hotel,1,118,15-Aug,2015,August,32,6,0,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,129,15-Aug,2015,August,32,6,0,3,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,9,15-Aug,2015,August,32,6,0,3,2,2,0,HB,ESP,Online TA,TA/TO
Resort Hotel,0,52,15-Aug,2015,August,32,6,1,3,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,65,15-Aug,2015,August,32,6,2,3,2,0,0,HB,GBR,Offline TA/TO,TA/TO
