order_id,customer_id,product_id,purchase_amount,is_reordered,purchased_on,event_time
O20310,C4289,P11074,70.19,0,2020-08-27 23:04:56,2024-05-02T05:39:17.492Z
O20311,C1745,P1599,69.47,1,2020-05-08 05:27:09,2024-05-02T05:39:17.492Z
O20312,C5676,P11621,40.62,1,2020-03-05 10:38:28,2024-05-02T05:39:17.492Z
O20313,C2472,P3116,33.4,0,2021-02-08 13:43:04,2024-05-02T05:39:17.492Z
O20314,C1202,P14183,77.09,1,2020-06-25 06:26:59,2024-05-02T05:39:17.492Z
O20315,C3402,P796,97.09,1,2020-01-08 11:37:16,2024-05-02T05:39:17.492Z
O20316,C1155,P9289,43.97,1,2021-04-04 02:09:19,2024-05-02T05:39:17.492Z
O20317,C9671,P14336,20.58,1,2020-09-30 09:02:20,2024-05-02T05:39:17.492Z
O20318,C4780,P5707,19.13,0,2020-09-26 23:13:20,2024-05-02T05:39:17.492Z
O20319,C9934,P5119,74.53,1,2020-10-29 10:58:34,2024-05-02T05:39:17.492Z
O20320,C4132,P525,53.21,1,2020-09-11 12:38:48,2024-05-02T05:39:17.492Z
O20321,C6900,P5382,59.88,1,2021-02-24 12:40:37,2024-05-02T05:39:17.492Z
O20322,C3650,P14826,41.19,1,2020-05-20 17:00:41,2024-05-02T05:39:17.492Z
O20323,C1562,P13433,33.64,0,2020-03-20 15:45:43,2024-05-02T05:39:17.492Z
O20324,C8145,P5842,46.61,0,2020-12-26 20:56:57,2024-05-02T05:39:17.492Z
O20325,C2127,P15479,37.38,0,2020-08-23 00:56:43,2024-05-02T05:39:17.492Z
O20326,C8999,P8979,2.0,1,2021-01-25 19:45:06,2024-05-02T05:39:17.492Z
O20327,C7388,P11659,82.43,1,2020-10-09 15:20:46,2024-05-02T05:39:17.492Z
O20328,C743,P15228,16.07,1,2020-05-28 05:27:48,2024-05-02T05:39:17.492Z
O20329,C9336,P15802,47.81,1,2021-01-15 20:41:08,2024-05-02T05:39:17.492Z
O20330,C8599,P13805,72.98,1,2020-07-28 07:43:48,2024-05-02T05:39:17.492Z
O20331,C5364,P15742,94.16,0,2020-02-22 18:17:08,2024-05-02T05:39:17.492Z
O20332,C9977,P5714,19.13,0,2020-07-21 22:21:33,2024-05-02T05:39:17.492Z
O20333,C6600,P5520,60.11,1,2020-01-27 06:11:15,2024-05-02T05:39:17.492Z
O20334,C537,P20,4.66,1,2020-05-16 08:22:31,2024-05-02T05:39:17.492Z
O20335,C7101,P14368,82.55,0,2020-02-17 07:27:05,2024-05-02T05:39:17.492Z
O20336,C4725,P1165,65.6,1,2020-10-14 00:30:10,2024-05-02T05:39:17.492Z
O20337,C150,P1482,74.62,0,2021-02-04 05:48:48,2024-05-02T05:39:17.492Z
O20338,C3888,P862,89.93,1,2020-05-19 09:36:37,2024-05-02T05:39:17.492Z
O20339,C1827,P63,42.13,1,2020-12-12 08:20:07,2024-05-02T05:39:17.492Z
O20340,C1301,P12555,95.38,1,2021-02-15 22:11:50,2024-05-02T05:39:17.492Z
O20341,C2797,P3106,27.25,1,2020-09-05 16:40:41,2024-05-02T05:39:17.492Z
O20342,C4628,P9635,93.61,1,2021-01-31 05:03:24,2024-05-02T05:39:17.492Z
O20343,C4659,P16111,98.07,0,2021-01-15 06:44:24,2024-05-02T05:39:17.492Z
O20344,C3136,P14848,15.38,0,2020-05-01 14:15:28,2024-05-02T05:39:17.492Z
O20345,C6756,P10349,60.75,1,2021-02-04 20:46:07,2024-05-02T05:39:17.492Z
O20346,C3872,P1249,33.45,0,2020-03-08 21:20:49,2024-05-02T05:39:17.492Z
O20347,C7458,P6048,29.06,1,2021-03-03 11:17:12,2024-05-02T05:39:17.492Z
O20348,C2033,P1739,34.77,1,2021-05-11 09:28:14,2024-05-02T05:39:17.492Z
O20349,C5062,P12505,46.61,1,2020-09-17 12:10:17,2024-05-02T05:39:17.492Z
O20350,C3323,P4588,5.01,1,2020-04-29 08:15:54,2024-05-02T05:39:17.492Z
O20351,C4332,P16721,66.36,1,2020-11-17 01:19:06,2024-05-02T05:39:17.492Z
O20352,C1714,P5838,35.77,1,2021-05-01 20:53:05,2024-05-02T05:39:17.492Z
O20353,C6599,P5970,97.55,1,2021-04-28 10:46:00,2024-05-02T05:39:17.492Z
O20354,C6841,P2047,56.86,1,2021-03-22 13:56:07,2024-05-02T05:39:17.492Z
O20355,C8767,P4771,7.93,0,2020-06-05 07:12:44,2024-05-02T05:39:17.492Z
O20356,C1352,P9100,31.83,0,2020-08-17 03:37:13,2024-05-02T05:39:17.492Z
O20357,C2702,P8604,78.29,1,2021-05-28 12:34:56,2024-05-02T05:39:17.492Z
O20358,C4744,P2023,2.44,1,2021-02-07 06:57:53,2024-05-02T05:39:17.492Z
O20359,C5822,P4171,93.32,0,2020-01-08 13:42:47,2024-05-02T05:39:17.492Z
O20360,C9037,P15067,96.81,1,2020-06-23 11:25:35,2024-05-02T05:39:17.492Z
O20361,C4159,P16882,85.96,1,2020-04-11 00:16:30,2024-05-02T05:39:17.492Z
O20362,C3880,P6866,78.93,1,2021-02-15 20:18:35,2024-05-02T05:39:17.492Z
O20363,C4594,P4712,29.18,0,2020-12-22 02:30:44,2024-05-02T05:39:17.492Z
O20364,C1424,P8130,97.46,0,2020-02-23 05:32:10,2024-05-02T05:39:17.492Z
O20365,C5714,P2926,91.21,1,2020-09-02 08:35:08,2024-05-02T05:39:17.492Z
O20366,C4437,P13020,64.74,1,2021-01-22 06:48:20,2024-05-02T05:39:17.492Z
O20367,C248,P9828,4.21,1,2020-01-06 12:42:01,2024-05-02T05:39:17.492Z
O20368,C7740,P12684,94.42,1,2021-04-12 06:18:02,2024-05-02T05:39:17.492Z
O20369,C6919,P15335,54.12,1,2020-07-14 13:13:37,2024-05-02T05:39:17.492Z
O20370,C2357,P4799,60.78,1,2021-02-17 09:24:19,2024-05-02T05:39:17.492Z
O20371,C1007,P3479,17.96,0,2020-12-08 08:39:54,2024-05-02T05:39:17.492Z
O20372,C1554,P9195,25.69,1,2020-02-04 23:16:04,2024-05-02T05:39:17.492Z
O20373,C5545,P13259,18.66,0,2020-03-12 02:03:43,2024-05-02T05:39:17.492Z
O20374,C13,P1527,55.92,1,2020-07-02 18:11:04,2024-05-02T05:39:17.492Z
O20375,C661,P2652,52.44,1,2020-02-02 06:10:37,2024-05-02T05:39:17.493Z
O20376,C3193,P6383,57.99,1,2020-05-18 13:21:01,2024-05-02T05:39:17.493Z
O20377,C8912,P6866,4.2,1,2020-12-11 04:18:37,2024-05-02T05:39:17.493Z
O20378,C2724,P14287,90.29,0,2021-01-14 08:12:07,2024-05-02T05:39:17.493Z
O20379,C8588,P12632,63.34,1,2021-03-29 20:38:14,2024-05-02T05:39:17.493Z
O20380,C1252,P8776,92.09,1,2020-10-29 13:55:56,2024-05-02T05:39:17.493Z
O20381,C8694,P3572,51.74,1,2020-10-19 21:17:37,2024-05-02T05:39:17.493Z
O20382,C6848,P9355,34.23,1,2020-12-29 05:03:39,2024-05-02T05:39:17.493Z
O20383,C7935,P1162,97.41,1,2020-01-11 22:13:28,2024-05-02T05:39:17.493Z
O20384,C7515,P16924,30.2,1,2020-03-27 18:18:06,2024-05-02T05:39:17.493Z
O20385,C6113,P16631,33.45,1,2021-01-13 11:21:26,2024-05-02T05:39:17.493Z
O20386,C218,P6619,99.72,0,2021-03-30 06:22:32,2024-05-02T05:39:17.493Z
O20387,C4770,P8178,43.07,1,2021-04-14 02:29:03,2024-05-02T05:39:17.493Z
O20388,C6222,P2808,64.95,1,2021-01-13 22:58:01,2024-05-02T05:39:17.493Z
O20389,C4032,P4406,36.55,1,2020-08-09 15:54:35,2024-05-02T05:39:17.493Z
O20390,C483,P5089,22.65,0,2020-11-01 00:42:32,2024-05-02T05:39:17.493Z
O20391,C5958,P13408,56.59,1,2020-11-03 12:29:02,2024-05-02T05:39:17.493Z
O20392,C7921,P14512,94.24,1,2021-05-14 21:32:54,2024-05-02T05:39:17.493Z
O20393,C3077,P15190,24.15,1,2020-05-03 06:58:15,2024-05-02T05:39:17.493Z
O20394,C803,P735,61.55,1,2020-05-09 08:14:01,2024-05-02T05:39:17.493Z
O20395,C9721,P3042,54.21,1,2020-11-13 17:51:30,2024-05-02T05:39:17.493Z
O20396,C1439,P3764,47.78,1,2021-05-31 10:29:52,2024-05-02T05:39:17.493Z
O20397,C1421,P14473,1.06,0,2021-02-22 00:50:26,2024-05-02T05:39:17.493Z
O20398,C8741,P1617,34.42,1,2020-06-13 22:36:44,2024-05-02T05:39:17.493Z
O20399,C3548,P14712,36.81,0,2021-04-19 23:58:47,2024-05-02T05:39:17.493Z
O20400,C2733,P10701,29.11,0,2020-05-07 15:51:38,2024-05-02T05:39:17.493Z
O20401,C9429,P12465,68.48,1,2020-08-27 21:20:36,2024-05-02T05:39:17.493Z
O20402,C5315,P9228,6.97,1,2020-04-12 22:51:33,2024-05-02T05:39:17.493Z
O20403,C4384,P1720,52.73,0,2020-07-26 04:05:23,2024-05-02T05:39:17.493Z
O20404,C5397,P16698,20.95,0,2021-02-25 03:19:32,2024-05-02T05:39:17.493Z
O20405,C9362,P16245,46.23,1,2020-11-29 15:35:41,2024-05-02T05:39:17.493Z
O20406,C8266,P10859,64.37,1,2020-05-14 15:51:26,2024-05-02T05:39:17.493Z
O20407,C9399,P10746,50.51,1,2020-09-13 07:17:35,2024-05-02T05:39:17.493Z
O20408,C4649,P2371,83.54,1,2021-03-19 07:36:04,2024-05-02T05:39:17.493Z
O20409,C8593,P14043,69.79,1,2020-12-20 01:28:38,2024-05-02T05:39:17.493Z
O20410,C5636,P5367,38.13,0,2020-10-30 20:54:01,2024-05-02T05:39:17.493Z
O20411,C8303,P13626,13.51,1,2021-03-18 19:38:39,2024-05-02T05:39:17.493Z
O20412,C5931,P4099,16.37,0,2020-12-19 19:57:19,2024-05-02T05:39:17.493Z
O20413,C8324,P5848,51.08,1,2020-10-12 00:47:50,2024-05-02T05:39:17.493Z
O20414,C931,P13255,70.37,1,2021-01-22 22:01:17,2024-05-02T05:39:17.493Z
O20415,C5004,P3754,48.28,1,2021-02-09 00:31:39,2024-05-02T05:39:17.493Z
O20416,C6459,P4103,76.97,1,2021-03-23 11:03:36,2024-05-02T05:39:17.493Z
O20417,C1503,P16908,61.3,1,2020-12-29 22:42:39,2024-05-02T05:39:17.493Z
O20418,C7392,P6700,30.71,1,2021-03-18 16:40:31,2024-05-02T05:39:17.493Z
O20419,C4019,P16192,75.3,1,2021-02-06 18:49:21,2024-05-02T05:39:17.493Z
O20420,C6002,P15267,61.62,0,2020-09-10 22:26:41,2024-05-02T05:39:17.493Z
O20421,C8027,P2445,9.42,0,2020-12-27 16:07:37,2024-05-02T05:39:17.493Z
O20422,C2190,P9190,100.49,0,2020-07-18 18:09:37,2024-05-02T05:39:17.493Z
O20423,C5880,P15658,68.7,0,2021-05-21 02:32:02,2024-05-02T05:39:17.493Z
O20424,C7873,P5748,36.58,1,2020-06-26 21:57:53,2024-05-02T05:39:17.493Z
O20425,C3762,P1649,49.59,1,2020-08-13 23:50:00,2024-05-02T05:39:17.493Z
O20426,C1380,P8533,72.09,0,2020-02-13 21:00:56,2024-05-02T05:39:17.493Z
O20427,C6550,P3073,26.03,1,2020-06-22 23:49:41,2024-05-02T05:39:17.493Z
O20428,C6137,P9351,72.24,1,2020-03-02 03:56:37,2024-05-02T05:39:17.493Z
O20429,C7277,P16782,84.2,0,2021-04-01 02:45:33,2024-05-02T05:39:17.493Z
O20430,C2176,P13237,79.58,0,2020-09-25 12:45:52,2024-05-02T05:39:17.493Z
O20431,C1007,P7201,20.83,1,2021-05-29 14:55:24,2024-05-02T05:39:17.493Z
O20432,C8564,P10581,89.99,1,2020-10-10 15:14:32,2024-05-02T05:39:17.493Z
O20433,C7067,P6571,58.78,1,2020-10-28 21:47:58,2024-05-02T05:39:17.493Z
O20434,C7191,P3047,50.1,1,2020-08-09 17:06:30,2024-05-02T05:39:17.493Z
O20435,C9266,P10051,73.96,0,2021-04-28 07:56:53,2024-05-02T05:39:17.493Z
O20436,C6666,P10487,55.96,1,2020-01-23 14:32:11,2024-05-02T05:39:17.493Z
O20437,C2962,P7625,99.89,0,2021-05-31 06:00:59,2024-05-02T05:39:17.493Z
O20438,C7642,P15550,28.26,1,2020-04-19 17:14:14,2024-05-02T05:39:17.493Z
O20439,C1743,P3394,37.73,1,2021-05-27 11:46:54,2024-05-02T05:39:17.493Z
O20440,C207,P11655,28.01,1,2021-03-06 04:48:32,2024-05-02T05:39:17.494Z
O20441,C8299,P295,10.95,1,2020-08-19 22:04:44,2024-05-02T05:39:17.494Z
O20442,C1157,P1072,98.02,0,2020-11-17 16:55:27,2024-05-02T05:39:17.494Z
O20443,C3411,P6604,77.35,1,2020-09-21 13:04:57,2024-05-02T05:39:17.494Z
O20444,C760,P3545,93.94,1,2021-03-21 21:12:38,2024-05-02T05:39:17.494Z
O20445,C8500,P3650,99.06,0,2021-05-15 11:32:38,2024-05-02T05:39:17.494Z
O20446,C943,P2608,55.09,0,2020-09-24 00:00:28,2024-05-02T05:39:17.494Z
O20447,C9324,P7556,12.25,1,2020-09-22 03:45:20,2024-05-02T05:39:17.494Z
O20448,C5793,P11125,95.19,1,2020-10-09 09:19:37,2024-05-02T05:39:17.494Z
O20449,C6074,P16862,86.95,1,2020-12-27 04:50:23,2024-05-02T05:39:17.494Z
O20450,C6558,P12727,95.89,1,2020-09-09 13:12:44,2024-05-02T05:39:17.494Z
O20451,C9974,P14426,97.06,1,2020-05-24 17:36:27,2024-05-02T05:39:17.494Z
O20452,C8014,P6405,52.85,1,2021-04-30 07:25:57,2024-05-02T05:39:17.494Z
O20453,C1598,P3860,91.82,1,2021-02-01 01:15:24,2024-05-02T05:39:17.494Z
O20454,C9769,P4020,9.63,1,2020-07-05 04:29:08,2024-05-02T05:39:17.494Z
O20455,C7204,P7859,89.39,0,2020-02-17 15:36:21,2024-05-02T05:39:17.494Z
O20456,C59,P9815,58.64,1,2020-11-21 22:08:15,2024-05-02T05:39:17.494Z
O20457,C1455,P10971,69.22,1,2021-01-30 01:48:00,2024-05-02T05:39:17.494Z
O20458,C5913,P2058,87.03,1,2021-04-28 06:55:20,2024-05-02T05:39:17.494Z
O20459,C8914,P4375,20.87,1,2021-02-28 14:21:15,2024-05-02T05:39:17.494Z
O20460,C943,P4764,48.4,1,2020-04-21 04:37:30,2024-05-02T05:39:17.494Z
O20461,C8318,P16997,33.76,1,2020-06-17 17:09:43,2024-05-02T05:39:17.494Z
O20462,C9068,P15045,6.38,1,2020-09-25 14:40:52,2024-05-02T05:39:17.494Z
O20463,C4131,P3929,3.71,1,2020-06-12 14:57:16,2024-05-02T05:39:17.494Z
O20464,C1342,P9332,20.68,1,2021-04-08 17:14:41,2024-05-02T05:39:17.494Z
O20465,C8240,P3373,41.41,0,2020-08-04 21:45:08,2024-05-02T05:39:17.494Z
O20466,C4656,P8270,7.74,1,2020-08-31 07:22:07,2024-05-02T05:39:17.494Z
O20467,C9175,P5994,11.71,1,2021-04-05 05:17:19,2024-05-02T05:39:17.494Z
O20468,C8540,P10085,58.77,1,2021-01-29 12:47:36,2024-05-02T05:39:17.494Z
O20469,C7793,P13995,75.84,0,2020-04-23 19:12:56,2024-05-02T05:39:17.494Z
O20470,C4764,P12154,46.07,1,2021-04-27 00:04:37,2024-05-02T05:39:17.494Z
O20471,C3369,P11742,93.31,1,2020-04-02 01:54:38,2024-05-02T05:39:17.494Z
O20472,C3836,P16541,91.04,0,2021-02-13 20:46:24,2024-05-02T05:39:17.494Z
O20473,C8411,P9656,100.01,1,2021-03-12 11:35:46,2024-05-02T05:39:17.494Z
O20474,C8096,P6544,21.72,1,2020-07-04 13:36:34,2024-05-02T05:39:17.494Z
O20475,C1378,P12913,6.27,1,2020-02-21 02:02:56,2024-05-02T05:39:17.494Z
O20476,C1164,P14169,49.42,0,2020-07-19 19:23:31,2024-05-02T05:39:17.494Z
O20477,C8975,P11206,20.77,1,2020-01-01 02:01:15,2024-05-02T05:39:17.494Z
O20478,C8780,P450,51.57,1,2020-08-01 17:24:39,2024-05-02T05:39:17.494Z
O20479,C1150,P6438,48.85,0,2021-01-03 08:10:48,2024-05-02T05:39:17.494Z
O20480,C165,P5468,8.3,1,2020-07-20 15:29:24,2024-05-02T05:39:17.494Z
O20481,C3859,P5249,61.03,1,2020-01-18 06:28:29,2024-05-02T05:39:17.494Z
O20482,C235,P10508,87.29,1,2020-01-15 12:44:00,2024-05-02T05:39:17.494Z
O20483,C8669,P5832,52.85,1,2020-02-27 15:47:19,2024-05-02T05:39:17.494Z
O20484,C9682,P15324,83.51,1,2020-02-10 16:00:19,2024-05-02T05:39:17.494Z
O20485,C6138,P11728,51.84,1,2021-05-05 22:07:07,2024-05-02T05:39:17.494Z
O20486,C5588,P13552,94.93,0,2021-05-02 05:25:24,2024-05-02T05:39:17.494Z
O20487,C3384,P11303,85.49,1,2021-01-11 04:35:07,2024-05-02T05:39:17.494Z
O20488,C4996,P12314,56.73,0,2021-05-25 12:34:02,2024-05-02T05:39:17.494Z
O20489,C7848,P14844,52.79,1,2020-03-19 06:43:10,2024-05-02T05:39:17.494Z
O20490,C6386,P533,9.83,1,2020-08-20 19:53:17,2024-05-02T05:39:17.494Z
O20491,C8008,P9683,2.29,1,2020-11-04 08:44:52,2024-05-02T05:39:17.494Z
O20492,C9894,P11809,6.96,1,2020-07-29 08:55:59,2024-05-02T05:39:17.494Z
O20493,C4786,P10703,95.06,0,2020-08-07 09:24:56,2024-05-02T05:39:17.494Z
O20494,C7122,P8496,60.07,1,2021-05-28 19:38:42,2024-05-02T05:39:17.494Z
O20495,C7424,P11473,41.57,1,2020-01-24 21:35:23,2024-05-02T05:39:17.494Z
O20496,C1869,P15867,28.94,0,2021-04-21 11:14:23,2024-05-02T05:39:17.494Z
O20497,C7288,P7010,3.62,1,2021-05-02 07:01:47,2024-05-02T05:39:17.494Z
O20498,C2866,P11703,3.21,1,2021-03-22 05:11:16,2024-05-02T05:39:17.494Z
O20499,C7245,P3829,87.07,0,2020-12-03 12:45:38,2024-05-02T05:39:17.494Z
O20500,C7951,P15729,25.61,1,2020-05-14 11:16:18,2024-05-02T05:39:17.494Z
O20501,C1525,P1320,14.94,1,2020-04-11 19:27:20,2024-05-02T05:39:17.494Z
O20502,C2920,P15900,60.59,1,2020-06-08 17:17:45,2024-05-02T05:39:17.494Z
O20503,C818,P13551,81.81,1,2020-04-06 05:11:57,2024-05-02T05:39:17.494Z
O20504,C3441,P14408,87.5,0,2020-04-05 06:02:49,2024-05-02T05:39:17.494Z
O20505,C9571,P16770,32.14,1,2020-05-16 21:37:46,2024-05-02T05:39:17.495Z
O20506,C4739,P6101,90.58,1,2020-05-15 22:52:33,2024-05-02T05:39:17.495Z
O20507,C8154,P15702,71.33,1,2020-09-28 06:52:05,2024-05-02T05:39:17.495Z
O20508,C671,P7899,25.03,1,2020-07-08 19:44:54,2024-05-02T05:39:17.495Z
O20509,C2616,P1163,21.97,0,2020-10-16 02:36:26,2024-05-02T05:39:17.495Z
O20510,C6844,P13558,55.36,1,2021-01-10 17:48:22,2024-05-02T05:39:17.495Z
O20511,C1861,P7255,66.73,1,2020-02-03 02:21:40,2024-05-02T05:39:17.495Z
O20512,C4757,P13554,3.3,1,2021-03-25 11:25:29,2024-05-02T05:39:17.495Z
O20513,C8503,P15675,96.17,0,2020-03-21 08:51:32,2024-05-02T05:39:17.495Z
O20514,C5451,P5359,41.98,1,2021-03-09 07:07:51,2024-05-02T05:39:17.495Z
O20515,C8403,P3467,80.8,1,2021-02-15 08:23:28,2024-05-02T05:39:17.495Z
O20516,C3936,P14744,101.17,0,2020-11-17 13:57:46,2024-05-02T05:39:17.495Z
O20517,C1459,P8547,4.28,1,2021-03-31 11:57:53,2024-05-02T05:39:17.495Z
O20518,C3068,P6512,99.43,0,2021-02-18 13:25:52,2024-05-02T05:39:17.495Z
O20519,C4334,P15105,14.78,1,2020-12-17 18:38:10,2024-05-02T05:39:17.495Z
O20520,C3615,P14413,47.49,1,2020-08-29 03:09:35,2024-05-02T05:39:17.495Z
O20521,C7225,P9743,12.17,0,2020-05-02 01:28:40,2024-05-02T05:39:17.495Z
O20522,C2972,P4246,64.1,1,2021-03-29 05:45:43,2024-05-02T05:39:17.495Z
O20523,C7079,P12261,63.1,0,2020-01-09 06:55:48,2024-05-02T05:39:17.495Z
O20524,C8387,P5842,92.89,1,2021-01-16 21:58:51,2024-05-02T05:39:17.495Z
O20525,C4141,P12133,101.03,1,2020-01-12 01:18:55,2024-05-02T05:39:17.495Z
O20526,C682,P2967,62.14,1,2020-12-19 16:56:17,2024-05-02T05:39:17.495Z
O20527,C9418,P3427,101.95,1,2020-10-16 19:51:14,2024-05-02T05:39:17.495Z
O20528,C6444,P16883,74.33,0,2020-10-16 23:03:20,2024-05-02T05:39:17.495Z
O20529,C431,P4077,20.01,0,2021-03-08 05:13:24,2024-05-02T05:39:17.495Z
O20530,C6461,P3246,7.99,1,2020-11-30 05:07:37,2024-05-02T05:39:17.495Z
O20531,C8086,P13318,7.31,1,2021-01-06 02:59:03,2024-05-02T05:39:17.495Z
O20532,C6271,P15566,61.12,1,2021-04-15 20:01:19,2024-05-02T05:39:17.495Z
O20533,C5043,P14968,79.0,1,2021-05-30 19:41:53,2024-05-02T05:39:17.495Z
O20534,C1070,P3444,7.33,1,2021-04-05 23:37:22,2024-05-02T05:39:17.495Z
O20535,C8243,P16229,98.28,1,2021-01-08 19:43:42,2024-05-02T05:39:17.495Z
O20536,C981,P3713,41.82,1,2021-01-09 15:29:26,2024-05-02T05:39:17.495Z
O20537,C9961,P15422,75.41,1,2020-02-05 14:00:13,2024-05-02T05:39:17.495Z
O20538,C6688,P10650,36.08,1,2020-09-11 09:30:17,2024-05-02T05:39:17.495Z
O20539,C4009,P5548,98.81,1,2020-11-15 10:08:59,2024-05-02T05:39:17.495Z
O20540,C9602,P14725,76.51,0,2021-01-28 03:34:38,2024-05-02T05:39:17.495Z
O20541,C8478,P10989,13.57,0,2020-10-22 08:10:06,2024-05-02T05:39:17.495Z
O20542,C6903,P7918,72.12,1,2020-11-28 21:06:40,2024-05-02T05:39:17.495Z
O20543,C9314,P15392,89.3,0,2021-03-13 23:36:48,2024-05-02T05:39:17.495Z
O20544,C25,P7783,67.49,1,2020-08-14 01:36:27,2024-05-02T05:39:17.495Z
O20545,C3298,P7906,22.93,1,2021-01-05 23:07:33,2024-05-02T05:39:17.495Z
O20546,C9529,P16708,54.41,1,2020-07-22 08:21:42,2024-05-02T05:39:17.495Z
O20547,C4028,P8273,59.51,0,2021-04-14 18:15:57,2024-05-02T05:39:17.495Z
O20548,C9708,P5893,69.72,0,2020-10-28 20:14:53,2024-05-02T05:39:17.495Z
O20549,C1823,P2111,93.37,1,2020-07-17 07:18:34,2024-05-02T05:39:17.495Z
O20550,C5770,P14351,53.38,1,2020-02-16 07:52:32,2024-05-02T05:39:17.495Z
O20551,C413,P5942,88.97,1,2020-04-19 09:09:53,2024-05-02T05:39:17.495Z
O20552,C5397,P2438,10.89,0,2020-08-04 04:38:29,2024-05-02T05:39:17.495Z
O20553,C7890,P11170,5.05,1,2021-01-18 22:56:19,2024-05-02T05:39:17.495Z
O20554,C3906,P2575,97.17,0,2021-02-23 05:04:31,2024-05-02T05:39:17.495Z
O20555,C7482,P9961,23.38,1,2020-03-29 10:48:20,2024-05-02T05:39:17.495Z
O20556,C7348,P11129,70.04,1,2020-09-02 13:32:32,2024-05-02T05:39:17.495Z
O20557,C9618,P6501,91.4,1,2020-10-06 00:16:28,2024-05-02T05:39:17.495Z
O20558,C5261,P7921,52.28,1,2021-01-28 06:06:01,2024-05-02T05:39:17.495Z
O20559,C3268,P10354,73.53,1,2020-05-02 19:37:31,2024-05-02T05:39:17.495Z
O20560,C5528,P8881,50.93,0,2020-10-26 23:21:13,2024-05-02T05:39:17.495Z
O20561,C2520,P2910,97.51,1,2020-11-11 16:09:22,2024-05-02T05:39:17.495Z
O20562,C7374,P285,50.95,1,2020-02-12 03:51:20,2024-05-02T05:39:17.495Z
O20563,C3069,P14740,79.93,1,2021-05-12 14:00:23,2024-05-02T05:39:17.495Z
O20564,C6521,P5029,93.2,1,2020-03-24 13:07:03,2024-05-02T05:39:17.495Z
O20565,C7260,P14918,11.03,1,2020-12-27 15:49:43,2024-05-02T05:39:17.495Z
O20566,C7724,P12146,20.68,1,2020-11-16 02:17:07,2024-05-02T05:39:17.495Z
O20567,C8029,P1215,75.89,1,2021-03-06 01:34:24,2024-05-02T05:39:17.495Z
O20568,C2158,P2272,22.61,1,2020-06-24 00:13:49,2024-05-02T05:39:17.495Z
O20569,C5393,P11323,83.08,0,2021-01-18 11:12:41,2024-05-02T05:39:17.495Z
O20570,C3459,P11019,61.42,1,2021-04-14 04:11:23,2024-05-02T05:39:17.496Z
O20571,C3066,P9012,101.88,0,2021-02-01 11:40:21,2024-05-02T05:39:17.496Z
O20572,C2140,P16260,100.53,1,2020-05-16 08:10:08,2024-05-02T05:39:17.496Z
O20573,C7536,P5041,91.58,0,2020-10-11 04:12:16,2024-05-02T05:39:17.496Z
O20574,C4026,P781,2.37,0,2021-04-04 11:38:02,2024-05-02T05:39:17.496Z
O20575,C2769,P10607,61.76,1,2020-03-14 04:39:44,2024-05-02T05:39:17.496Z
O20576,C9501,P6336,80.77,1,2020-10-29 16:30:09,2024-05-02T05:39:17.496Z
O20577,C2189,P8175,23.31,1,2020-01-30 01:46:13,2024-05-02T05:39:17.496Z
O20578,C5604,P839,28.2,0,2021-03-15 17:19:12,2024-05-02T05:39:17.496Z
O20579,C1984,P10820,49.2,0,2021-03-06 13:37:17,2024-05-02T05:39:17.496Z
O20580,C4775,P9748,79.17,1,2020-07-20 01:15:05,2024-05-02T05:39:17.496Z
O20581,C31,P1235,76.37,1,2020-10-20 13:00:10,2024-05-02T05:39:17.496Z
O20582,C8494,P8691,68.19,0,2020-09-01 20:56:14,2024-05-02T05:39:17.496Z
O20583,C5171,P16393,85.38,1,2021-02-05 20:17:55,2024-05-02T05:39:17.496Z
O20584,C5376,P16455,86.58,1,2021-04-18 19:18:02,2024-05-02T05:39:17.496Z
O20585,C3472,P4447,81.85,0,2020-12-27 06:04:00,2024-05-02T05:39:17.496Z
O20586,C4586,P4796,18.84,0,2020-07-09 09:37:34,2024-05-02T05:39:17.496Z
O20587,C3812,P16741,35.02,1,2021-01-22 18:10:13,2024-05-02T05:39:17.496Z
O20588,C4110,P12407,72.83,1,2020-08-18 20:57:56,2024-05-02T05:39:17.496Z
O20589,C1575,P3629,71.95,1,2020-10-12 04:16:23,2024-05-02T05:39:17.496Z
O20590,C7908,P14789,31.11,0,2020-09-16 04:22:07,2024-05-02T05:39:17.496Z
O20591,C6505,P10091,23.8,1,2020-12-05 02:13:43,2024-05-02T05:39:17.496Z
O20592,C5066,P5623,12.78,0,2020-08-05 01:02:06,2024-05-02T05:39:17.496Z
O20593,C5205,P2753,58.03,0,2020-10-20 12:11:57,2024-05-02T05:39:17.496Z
O20594,C3048,P264,1.26,1,2020-12-25 11:15:31,2024-05-02T05:39:17.496Z
O20595,C6487,P10593,54.49,1,2020-04-14 18:35:52,2024-05-02T05:39:17.496Z
O20596,C3939,P10828,1.0,1,2021-03-12 01:16:20,2024-05-02T05:39:17.496Z
O20597,C4603,P15886,5.08,0,2020-12-16 16:29:46,2024-05-02T05:39:17.496Z
O20598,C5690,P6659,91.51,1,2020-09-17 20:57:41,2024-05-02T05:39:17.496Z
O20599,C7927,P8609,9.22,1,2021-05-31 19:52:12,2024-05-02T05:39:17.496Z
O20600,C4000,P6675,45.25,1,2021-02-04 21:37:34,2024-05-02T05:39:17.496Z
