hotel,is_canceled,lead_time,arrival_month_year,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,35,Feb-16,2016,February,7,12,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,48,0,1,Canceled,20-01-2016
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,0,112,Feb-16,2016,February,7,12,0,2,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,70,0,0,Check-Out,14-02-2016
Resort Hotel,0,112,Feb-16,2016,February,7,12,0,2,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,70,0,0,Check-Out,14-02-2016
Resort Hotel,0,112,Feb-16,2016,February,7,12,0,2,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,70,0,0,Check-Out,14-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,10-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,10-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,0,112,Feb-16,2016,February,7,12,0,2,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,70,0,0,Check-Out,14-02-2016
Resort Hotel,0,112,Feb-16,2016,February,7,12,0,2,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,70,0,0,Check-Out,14-02-2016
Resort Hotel,0,112,Feb-16,2016,February,7,12,0,2,1,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,134,NULL,0,Transient-Party,0,0,0,Check-Out,14-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,10-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,1,88,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,0,112,Feb-16,2016,February,7,12,0,2,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,70,0,0,Check-Out,14-02-2016
Resort Hotel,0,112,Feb-16,2016,February,7,12,0,2,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,70,0,0,Check-Out,14-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,151,Feb-16,2016,February,7,12,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,32.4,0,1,Canceled,02-02-2016
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,88,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,0,112,Feb-16,2016,February,7,12,0,2,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,70,0,0,Check-Out,14-02-2016
Resort Hotel,0,112,Feb-16,2016,February,7,12,0,2,3,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,C,1,No Deposit,134,NULL,0,Transient-Party,94.5,0,0,Check-Out,14-02-2016
Resort Hotel,0,112,Feb-16,2016,February,7,12,0,2,1,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,134,NULL,0,Transient-Party,55,0,0,Check-Out,14-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,25,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,98,0,1,Canceled,28-01-2016
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,0,112,Feb-16,2016,February,7,12,0,2,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,70,0,0,Check-Out,14-02-2016
Resort Hotel,0,112,Feb-16,2016,February,7,12,0,2,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,70,0,0,Check-Out,14-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,88,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,1,111,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
Resort Hotel,0,112,Feb-16,2016,February,7,12,0,2,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient,70,0,0,Check-Out,14-02-2016
Resort Hotel,0,112,Feb-16,2016,February,7,12,0,2,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,70,0,0,Check-Out,14-02-2016
Resort Hotel,0,112,Feb-16,2016,February,7,12,0,2,3,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,C,1,No Deposit,134,NULL,0,Transient-Party,94.5,0,0,Check-Out,14-02-2016
Resort Hotel,0,112,Feb-16,2016,February,7,12,0,2,1,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,134,NULL,0,Transient-Party,0,0,0,Check-Out,14-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,10-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,112,Feb-16,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,68,0,0,Canceled,05-02-2016
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,28-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,140,Feb-16,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,11-12-2015
Resort Hotel,1,7,Feb-16,2016,February,7,12,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,348,NULL,0,Transient,82,0,0,Canceled,08-02-2016
Resort Hotel,1,47,Feb-16,2016,February,7,12,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,48,0,1,Canceled,19-01-2016
Resort Hotel,0,230,Feb-16,2016,February,7,12,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,31.88,0,3,Check-Out,15-02-2016
Resort Hotel,1,32,Feb-16,2016,February,7,13,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,78,0,0,Canceled,10-02-2016
Resort Hotel,1,1,Feb-16,2016,February,7,13,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,NULL,NULL,0,Transient,75,0,1,Canceled,13-02-2016
Resort Hotel,1,0,Feb-16,2016,February,7,13,0,1,2,1,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,NULL,NULL,0,Transient,107,0,0,Canceled,13-02-2016
Resort Hotel,1,38,Feb-16,2016,February,7,13,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,58,0,0,Canceled,16-01-2016
Resort Hotel,1,25,Feb-16,2016,February,7,13,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient,29,0,0,Canceled,11-02-2016
Resort Hotel,1,14,Feb-16,2016,February,7,13,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,68,0,1,Canceled,01-02-2016
Resort Hotel,0,203,Feb-16,2016,February,7,13,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,23.7,0,1,Check-Out,20-02-2016
Resort Hotel,0,101,Feb-16,2016,February,7,13,2,5,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6,NULL,0,Transient,26,0,0,Check-Out,20-02-2016
Resort Hotel,1,161,Feb-16,2016,February,7,13,6,15,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,77.4,0,1,Canceled,18-01-2016
Resort Hotel,1,20,Feb-16,2016,February,8,14,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,58,0,1,Canceled,27-01-2016
Resort Hotel,0,103,Feb-16,2016,February,8,14,1,0,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,45,1,1,Check-Out,15-02-2016
Resort Hotel,1,3,Feb-16,2016,February,8,14,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,75,0,0,No-Show,14-02-2016
Resort Hotel,1,4,Feb-16,2016,February,8,14,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,55,0,2,Canceled,13-02-2016
Resort Hotel,1,18,Feb-16,2016,February,8,14,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,29,0,0,Canceled,06-02-2016
Resort Hotel,1,41,Feb-16,2016,February,8,14,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,46.4,0,1,Canceled,14-01-2016
Resort Hotel,1,46,Feb-16,2016,February,8,14,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient,29,0,0,Canceled,25-01-2016
Resort Hotel,1,41,Feb-16,2016,February,8,14,2,2,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,86.4,0,1,Canceled,14-01-2016
Resort Hotel,1,72,Feb-16,2016,February,8,14,2,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,98,0,0,Canceled,04-01-2016
Resort Hotel,1,109,Feb-16,2016,February,8,14,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,52.2,0,1,Canceled,02-11-2015
Resort Hotel,0,117,Feb-16,2016,February,8,14,2,4,2,1,0,BB,HUN,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,NULL,0,Transient,61.5,1,2,Check-Out,20-02-2016
Resort Hotel,1,0,Feb-16,2016,February,8,15,0,0,0,0,0,SC,NULL,Offline TA/TO,TA/TO,0,0,0,P,P,0,No Deposit,NULL,383,0,Transient,0,0,0,Canceled,15-02-2016
Resort Hotel,1,200,Feb-16,2016,February,8,15,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,29.16,0,1,Canceled,04-12-2015
Resort Hotel,0,133,Feb-16,2016,February,8,15,1,1,2,0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient-Party,26.1,0,1,Check-Out,17-02-2016
Resort Hotel,0,133,Feb-16,2016,February,8,15,1,1,2,0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient-Party,26.1,1,1,Check-Out,17-02-2016
Resort Hotel,1,41,Feb-16,2016,February,8,15,1,3,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,76,0,0,Canceled,15-02-2016
Resort Hotel,1,192,Feb-16,2016,February,8,15,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,50.4,0,3,Canceled,17-08-2015
Resort Hotel,0,192,Feb-16,2016,February,8,15,1,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,50.4,0,2,Check-Out,21-02-2016
Resort Hotel,0,188,Feb-16,2016,February,8,15,1,5,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,241,NULL,0,Transient,59.6,0,3,Check-Out,21-02-2016
Resort Hotel,1,38,Feb-16,2016,February,8,15,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,44.8,0,0,Canceled,11-02-2016
Resort Hotel,1,118,Feb-16,2016,February,8,15,3,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,26.1,0,0,Canceled,10-11-2015
Resort Hotel,0,232,Feb-16,2016,February,8,16,2,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,38.81,0,1,Check-Out,24-02-2016
